caminho,tipo,natureza,finalidade,uso,bytes,sha256,dependencias,saidas,usado_por
ferramentas/sistemas/previews/fuel-celula.png,png,evidência visual gerada,Prévia gerada para revisão visual de um sistema interno,Comparar com a especificação; não é asset carregado pelo runtime,1087944,19683d594f306e5aa427863ab1b2368738e4f18e1baaaeb7f3e67d93588aa94d,,,
ferramentas/sistemas/previews/fuel-hero.png,png,evidência visual gerada,Prévia gerada para revisão visual de um sistema interno,Comparar com a especificação; não é asset carregado pelo runtime,1062327,32a9cf0ffbce1f099460c327b4a9a4585b7d913d3c927b8c1d83b25a12c8ab21,,,
ferramentas/sistemas/previews/fuel-interior.png,png,evidência visual gerada,Prévia gerada para revisão visual de um sistema interno,Comparar com a especificação; não é asset carregado pelo runtime,1215387,c1ed06e8010c246e0b62b040cc8569d164ed7509ebd82242fccb9fc72f6c634e,,,
ferramentas/sistemas/previews/fuel-linhas.png,png,evidência visual gerada,Prévia gerada para revisão visual de um sistema interno,Comparar com a especificação; não é asset carregado pelo runtime,1036326,d85723e8cbe4f512b78e2c2a3f6d434082be1804cde721ec6b5984a61b83b39f,,,
ferramentas/sistemas/previews/fuel-side.png,png,evidência visual gerada,Prévia gerada para revisão visual de um sistema interno,Comparar com a especificação; não é asset carregado pelo runtime,960582,1804330e383300d1f056d39197bf5f27f2dd8c8c68ff14d95d363ec57290ee7f,,,
ferramentas/sistemas/previews/overview-hero.png,png,evidência visual gerada,Prévia gerada para revisão visual de um sistema interno,Comparar com a especificação; não é asset carregado pelo runtime,1003825,2802988aa7e847675ac2b7dc80f1350f80b2dc82f42a74aea02c101735ad30c0,,,
ferramentas/sistemas/previews/power-escape-turbina.png,png,evidência visual gerada,Prévia gerada para revisão visual de um sistema interno,Comparar com a especificação; não é asset carregado pelo runtime,1155479,147c4ded696ecab6e9766eaa13c27aa749b672f513dc2a25d532a38be879b741,,,
ferramentas/sistemas/previews/power-hero.png,png,evidência visual gerada,Prévia gerada para revisão visual de um sistema interno,Comparar com a especificação; não é asset carregado pelo runtime,1029357,4053ab0d867d7fff4b7546980a491e0760715375cc5e90d511a8e34cf050a28a,,,
ferramentas/sistemas/previews/power-plenum-trompetas.png,png,evidência visual gerada,Prévia gerada para revisão visual de um sistema interno,Comparar com a especificação; não é asset carregado pelo runtime,1095683,51247b99d1ae3ae0d7bc89ab846e8d1167f32187ff94d158ac8fec022d5bb767,,,
ferramentas/sistemas/previews/power-side.png,png,evidência visual gerada,Prévia gerada para revisão visual de um sistema interno,Comparar com a especificação; não é asset carregado pelo runtime,1006710,4e35681951fd18fa189685d6b7c75a63aec426d531ed35798b31b2da1ca8eecb,,,
ferramentas/sistemas/previews/power-tres-quartos.png,png,evidência visual gerada,Prévia gerada para revisão visual de um sistema interno,Comparar com a especificação; não é asset carregado pelo runtime,1157697,b8d136d29405837a4032a0d9d64936b51e9ad40d9c0cdf65446f2d64a5e640ef,,,
ferramentas/sistemas/previews/power-turbo-dianteiro.png,png,evidência visual gerada,Prévia gerada para revisão visual de um sistema interno,Comparar com a especificação; não é asset carregado pelo runtime,1166279,0f1505739ea6b008859aeb04c87a07db4effd957c201139ced60f216a0b024bd,,,
ferramentas/sistemas/previews/power-vale-em-v.png,png,evidência visual gerada,Prévia gerada para revisão visual de um sistema interno,Comparar com a especificação; não é asset carregado pelo runtime,1079891,b7d21e16786239a838ae7dbff34960b485a16ae129044ac19fc339922695fb9d,,,
ferramentas/sistemas/previews/safety-halo.png,png,evidência visual gerada,Prévia gerada para revisão visual de um sistema interno,Comparar com a especificação; não é asset carregado pelo runtime,1027392,854898f9c247cd4da6d87160dfe9e1b181a018d1716e41509b827dbbe38ba1b3,,,
ferramentas/sistemas/previews/safety-hero.png,png,evidência visual gerada,Prévia gerada para revisão visual de um sistema interno,Comparar com a especificação; não é asset carregado pelo runtime,974480,40eca8a38886f00ff610031da1d98050cc8cbbd490bb94ea84aa42905c84d63c,,,
ferramentas/sistemas/previews/safety-impacto-dianteiro.png,png,evidência visual gerada,Prévia gerada para revisão visual de um sistema interno,Comparar com a especificação; não é asset carregado pelo runtime,982658,f22b84fcb1271055e5c0b53cbfdde6b9f3e435a0bb00922f376c302af90ac7a6,,,
ferramentas/sistemas/previews/safety-impacto-traseiro.png,png,evidência visual gerada,Prévia gerada para revisão visual de um sistema interno,Comparar com a especificação; não é asset carregado pelo runtime,995211,f9b8c1143ed1141322231e9d1a1eb2d782444973ac321c3fceaf8048dbc53faa,,,
ferramentas/sistemas/previews/safety-retencao-roda.png,png,evidência visual gerada,Prévia gerada para revisão visual de um sistema interno,Comparar com a especificação; não é asset carregado pelo runtime,978026,4010d1b226ee2c22b1c6c31f312c64f357fbc5fadcd8809c4f6b7f1863e9a2e6,,,
ferramentas/sistemas/previews/safety-side.png,png,evidência visual gerada,Prévia gerada para revisão visual de um sistema interno,Comparar com a especificação; não é asset carregado pelo runtime,940186,bf90f825a8dd38c054960e9bb24b53bd5bcfe403c34f475f291e14ad04157e2b,,,
ferramentas/sistemas/previews/sensors-antena.png,png,evidência visual gerada,Prévia gerada para revisão visual de um sistema interno,Comparar com a especificação; não é asset carregado pelo runtime,946306,31fe483769991039826e90c2733de97fb5f000ad4ecb4bd42a966e005b54056c,,,
ferramentas/sistemas/previews/sensors-ecu.png,png,evidência visual gerada,Prévia gerada para revisão visual de um sistema interno,Comparar com a especificação; não é asset carregado pelo runtime,873122,3e2d2631288ec27c56da00a2c38bb5cc57fd6f3e14bdd45dbb76f741e375fd35,,,
ferramentas/sistemas/previews/sensors-hero.png,png,evidência visual gerada,Prévia gerada para revisão visual de um sistema interno,Comparar com a especificação; não é asset carregado pelo runtime,969980,26f27dfba7170a85a13d9042c3038df8c31770b7c646c33de2ed8bbc03c6cbc7,,,
ferramentas/sistemas/previews/sensors-pitot.png,png,evidência visual gerada,Prévia gerada para revisão visual de um sistema interno,Comparar com a especificação; não é asset carregado pelo runtime,901985,dcaa9278e97cb46450fd847f15da10cb769491918d4731a18b8e7ee3c65e22bb,,,
ferramentas/sistemas/previews/sensors-roda.png,png,evidência visual gerada,Prévia gerada para revisão visual de um sistema interno,Comparar com a especificação; não é asset carregado pelo runtime,967200,97a7b79d9b2e44ebd0d548aeedd10c7058990000517dd9197be7d630c6606a13,,,
ferramentas/sistemas/previews/sensors-side.png,png,evidência visual gerada,Prévia gerada para revisão visual de um sistema interno,Comparar com a especificação; não é asset carregado pelo runtime,939805,5382b48a8f04dd7bdc08913e3ab581bb675617928b346ee98d3feb362a16b4d7,,,
ferramentas/sistemas/previews/sistemas-v1-safety-cockpit-wheel.glb,glb,entrega GLB gerada,Asset GLB derivado dos módulos procedurais de sistemas,Integrar no runtime somente por carregamento explícito em web/src,1979160,93f5160ca63cd72905aa8bcd00edf6d9abdd0519454d07c7837e40c1d79a3f59,,,
ferramentas/sistemas/previews/sistemas-v1-safety-cockpit-wheel.manifest.json,json,evidência gerada,Manifesto de composição e métricas do GLB de sistemas correspondente,"Validar sistemas, peças e hash junto ao GLB de mesmo prefixo",76530,968add10450f029f0a5798a74c4d1ab736cb4d36aa790a2badd5b51991ab71e1,,,
ferramentas/sistemas/previews/sistemas-v1-wheel.glb,glb,entrega GLB gerada,Asset GLB derivado dos módulos procedurais de sistemas,Integrar no runtime somente por carregamento explícito em web/src,918044,781e583c3eb26519341d31b6b3ddc6ec6f7da862c0692882e36d554dbb637b3d,,,
ferramentas/sistemas/previews/sistemas-v1-wheel.manifest.json,json,evidência gerada,Manifesto de composição e métricas do GLB de sistemas correspondente,"Validar sistemas, peças e hash junto ao GLB de mesmo prefixo",40364,cb2ad96d51d7af4d35fa6ae9c3dc5a1783ec4b9471ea28bc224e4f08cdc61e1b,,,
ferramentas/sistemas/previews/steering-coluna.png,png,evidência visual gerada,Prévia gerada para revisão visual de um sistema interno,Comparar com a especificação; não é asset carregado pelo runtime,924116,e00e383d157401340434955fc4605ffcd2b227963d9ed0115974d9a53cbca32c,,,
ferramentas/sistemas/previews/steering-cremalheira.png,png,evidência visual gerada,Prévia gerada para revisão visual de um sistema interno,Comparar com a especificação; não é asset carregado pelo runtime,985769,2063dfdefb4dbe022023ce41dab67a88f3637bbd00f18993318a5f7c0cd41e3a,,,
ferramentas/sistemas/previews/steering-hero.png,png,evidência visual gerada,Prévia gerada para revisão visual de um sistema interno,Comparar com a especificação; não é asset carregado pelo runtime,992965,ec05fc666fb59c9660c920601229c6d5557ff1ec8c68ad0745dfee0e6aa77935,,,
ferramentas/sistemas/previews/steering-side.png,png,evidência visual gerada,Prévia gerada para revisão visual de um sistema interno,Comparar com a especificação; não é asset carregado pelo runtime,923009,cc8b37672eaad44e74045d857ca79ff004dac0de788969675f63a7eac2eb65c3,,,
ferramentas/sistemas/previews/steering-track-rod.png,png,evidência visual gerada,Prévia gerada para revisão visual de um sistema interno,Comparar com a especificação; não é asset carregado pelo runtime,953459,25f52cba3e0802d0aa3daf8eebb4b0da3d5c3b4ad961cfb53471973a6be4da08,,,
ferramentas/sistemas/previews/structure-antepara-traseira.png,png,evidência visual gerada,Prévia gerada para revisão visual de um sistema interno,Comparar com a especificação; não é asset carregado pelo runtime,933726,9c1b7a8c6ae36959afe83c8a19dcb2cd1ad09d3f72b19cd9161d5c7fdf895273,,,
ferramentas/sistemas/previews/structure-celula.png,png,evidência visual gerada,Prévia gerada para revisão visual de um sistema interno,Comparar com a especificação; não é asset carregado pelo runtime,1047681,156c810b306cdc0e7a2ecac07d6e7f8694c5db0516eee4d0ba8e5e28a4c70769,,,
ferramentas/sistemas/previews/structure-corte-sanduiche.png,png,evidência visual gerada,Prévia gerada para revisão visual de um sistema interno,Comparar com a especificação; não é asset carregado pelo runtime,981372,c1c4f2ac75d992304662a75dea10e30ca69f308394d7e190970a9ae017eece7e,,,
ferramentas/sistemas/previews/structure-hero.png,png,evidência visual gerada,Prévia gerada para revisão visual de um sistema interno,Comparar com a especificação; não é asset carregado pelo runtime,1002487,5a0f64fc50603ce1aee93562c5df908de0acf5f797d5bc7d6b98ad80075928c1,,,
ferramentas/sistemas/previews/structure-plank.png,png,evidência visual gerada,Prévia gerada para revisão visual de um sistema interno,Comparar com a especificação; não é asset carregado pelo runtime,969837,dcf03d079ffb9dcb0f8b8112ccd1c7e58f268beca0ff6391ec3cbdcfe8e84d1d,,,
ferramentas/sistemas/previews/structure-side.png,png,evidência visual gerada,Prévia gerada para revisão visual de um sistema interno,Comparar com a especificação; não é asset carregado pelo runtime,948622,120c443a401b16e1bc119c6daa836aae317d50443b4a7284267c9464edfba8db,,,
ferramentas/sistemas/previews/suspension-dianteira-inboard.png,png,evidência visual gerada,Prévia gerada para revisão visual de um sistema interno,Comparar com a especificação; não é asset carregado pelo runtime,1043709,189737be54cbb95f17633e049c441cf7d55825c479bd7219f7a93f987c08d942,,,
ferramentas/sistemas/previews/suspension-dianteira.png,png,evidência visual gerada,Prévia gerada para revisão visual de um sistema interno,Comparar com a especificação; não é asset carregado pelo runtime,1049607,66fa5d740ac54c65b54ee0d72ce16c56825c0ed58bb8e6a489bbed32ccf18def,,,
ferramentas/sistemas/previews/suspension-hero.png,png,evidência visual gerada,Prévia gerada para revisão visual de um sistema interno,Comparar com a especificação; não é asset carregado pelo runtime,990928,89ffd9ecd686c68ad5a819467aaedbff0b44f7bb1d8a326b46f446044941499f,,,
ferramentas/sistemas/previews/suspension-side.png,png,evidência visual gerada,Prévia gerada para revisão visual de um sistema interno,Comparar com a especificação; não é asset carregado pelo runtime,943013,93cfe978c865404367b500f08de1beeb0ccd38a465efe69c64ee6da36954daa8,,,
ferramentas/sistemas/previews/suspension-traseira.png,png,evidência visual gerada,Prévia gerada para revisão visual de um sistema interno,Comparar com a especificação; não é asset carregado pelo runtime,1050112,1f6f6805572a8f5f65ca803ce6aaaf132558fd7b3b63d7ca4479264461106638,,,
ferramentas/sistemas/previews/suspension-upright.png,png,evidência visual gerada,Prévia gerada para revisão visual de um sistema interno,Comparar com a especificação; não é asset carregado pelo runtime,1079332,9f7541ecd922e991d9d345219c9fbfaf3462db3d3b0dfdfd6a911010b3b6fabc,,,
ferramentas/sistemas/previews/transmission-diferencial.png,png,evidência visual gerada,Prévia gerada para revisão visual de um sistema interno,Comparar com a especificação; não é asset carregado pelo runtime,1098286,2798dde7c793067fcda6f887388cce15218aea915af0062429222f80f0ff8f18,,,
ferramentas/sistemas/previews/transmission-embreagem.png,png,evidência visual gerada,Prévia gerada para revisão visual de um sistema interno,Comparar com a especificação; não é asset carregado pelo runtime,1194150,efeba7ae9d35e5b60465fa1db70b129c6cc30dc24302b728807ec282b2096cb1,,,
ferramentas/sistemas/previews/transmission-engrenagens.png,png,evidência visual gerada,Prévia gerada para revisão visual de um sistema interno,Comparar com a especificação; não é asset carregado pelo runtime,1067718,4da955cd46edbd5b0390e8bfa2ae0440096b8f22c5300d67297238dd0d9c4b7c,,,
ferramentas/sistemas/previews/transmission-hero.png,png,evidência visual gerada,Prévia gerada para revisão visual de um sistema interno,Comparar com a especificação; não é asset carregado pelo runtime,986022,66c2e96f6e7293211373e5b31faeea3dbc2052a3d4fb43c273e31bd553d342e6,,,
ferramentas/sistemas/previews/transmission-lateral-corte.png,png,evidência visual gerada,Prévia gerada para revisão visual de um sistema interno,Comparar com a especificação; não é asset carregado pelo runtime,1019600,cb7e143c62d249578f4daef5e9fb562ad3c539ea21ecad1ef34e433b89941b9d,,,
ferramentas/sistemas/previews/transmission-side.png,png,evidência visual gerada,Prévia gerada para revisão visual de um sistema interno,Comparar com a especificação; não é asset carregado pelo runtime,954368,243c7c94b14abca923bac7f84f0e4b3e859d3b2ac5d60e08f9b92add7c23a6c6,,,
ferramentas/sistemas/previews/wheel-frente.png,png,evidência visual gerada,Prévia gerada para revisão visual de um sistema interno,Comparar com a especificação; não é asset carregado pelo runtime,1044761,b0c0ef049c386ecebe4cf1b2ca59cf532c4a27a517f3b8a69986a814ed92d2eb,,,
ferramentas/sistemas/previews/wheel-hero.png,png,evidência visual gerada,Prévia gerada para revisão visual de um sistema interno,Comparar com a especificação; não é asset carregado pelo runtime,966267,464e16a04c1c1bfd81988f20504a77b9043342cd898c827020ff71c949d6431a,,,
ferramentas/sistemas/previews/wheel-lateral.png,png,evidência visual gerada,Prévia gerada para revisão visual de um sistema interno,Comparar com a especificação; não é asset carregado pelo runtime,962318,60a1d1861b163c81d75cd1f8941fea24f35565aa993eb0971a3eb80e38c52fb5,,,
ferramentas/sistemas/previews/wheel-side.png,png,evidência visual gerada,Prévia gerada para revisão visual de um sistema interno,Comparar com a especificação; não é asset carregado pelo runtime,879445,32f51a253b758ba024de5b3bf44fd3cbd62f248aa83256d67f444f3669694aa9,,,
ferramentas/sistemas/previews/wheel-tras.png,png,evidência visual gerada,Prévia gerada para revisão visual de um sistema interno,Comparar com a especificação; não é asset carregado pelo runtime,973955,b966e5101f2c82c1a557fdb53930e744059ac19f367a147f017505cd26e9f0a1,,,
ferramentas/sistemas/s01_aero.py,py,fonte Blender editável,Módulo procedural de um sistema interno do carro,Executado por ferramentas/gerar_sistemas.py; preservar SYSTEM e build(ctx),6541,a501d45b9ed523db719b5fbd82db360675592e729a405c2fa9419b684e0d6bf9,,,
ferramentas/sistemas/s02_structure.py,py,fonte Blender editável,Módulo procedural de um sistema interno do carro,Executado por ferramentas/gerar_sistemas.py; preservar SYSTEM e build(ctx),4723,d582d3c5115d761636501f304abb15861f1a5ab2d3c007118e2ef85ac5b1b336,,,
ferramentas/sistemas/s03_suspension.py,py,fonte Blender editável,Módulo procedural de um sistema interno do carro,Executado por ferramentas/gerar_sistemas.py; preservar SYSTEM e build(ctx),9525,d88129e61c69550ad561c02ec9688caac38b135d72641b1b319dc7da8b0a4a7e,,,
ferramentas/sistemas/s04_steering.py,py,fonte Blender editável,Módulo procedural de um sistema interno do carro,Executado por ferramentas/gerar_sistemas.py; preservar SYSTEM e build(ctx),5136,b94fe0d7c52208634bd5fe9c21b9014675e9bde726a264c382fa28511f2c1648,,,
ferramentas/sistemas/s05_brakes.py,py,fonte Blender editável,Módulo procedural de um sistema interno do carro,Executado por ferramentas/gerar_sistemas.py; preservar SYSTEM e build(ctx),10809,05150aa7bf76198373e936a9e94c70514c3262ee417af73e5dda8f85412ea41b,,,
ferramentas/sistemas/s06_power.py,py,fonte Blender editável,Módulo procedural de um sistema interno do carro,Executado por ferramentas/gerar_sistemas.py; preservar SYSTEM e build(ctx),13559,afd4f2e6fbd2a403596cdf4f5a4dac369148f92a67a39d4910eed46bba1fca87,,,
ferramentas/sistemas/s07_ers.py,py,fonte Blender editável,Módulo procedural de um sistema interno do carro,Executado por ferramentas/gerar_sistemas.py; preservar SYSTEM e build(ctx),6349,d4e7a53c7f5ff18cca1becc4f00bb6de7a513efb12abf28231965b88492f9f3a,,,
ferramentas/sistemas/s08_cooling.py,py,fonte Blender editável,Módulo procedural de um sistema interno do carro,Executado por ferramentas/gerar_sistemas.py; preservar SYSTEM e build(ctx),5832,66037d0482e6250d377e5a12ce1784f2bf56c08d763a565c3e972d1828ffb871,,,
ferramentas/sistemas/s09_fuel.py,py,fonte Blender editável,Módulo procedural de um sistema interno do carro,Executado por ferramentas/gerar_sistemas.py; preservar SYSTEM e build(ctx),5019,c634bbb8444ed9504ad7cf94e0ef49a1df6ba0440b6e7e4c099c2cf4982e4853,,,
ferramentas/sistemas/s10_transmission.py,py,fonte Blender editável,Módulo procedural de um sistema interno do carro,Executado por ferramentas/gerar_sistemas.py; preservar SYSTEM e build(ctx),10035,ab6ad844f5250f196e43b9c7e4ed0b566d4cb989dad1fbd78392fa918e3f6ef3,,,
ferramentas/sistemas/s11_safety.py,py,fonte Blender editável,Módulo procedural de um sistema interno do carro,Executado por ferramentas/gerar_sistemas.py; preservar SYSTEM e build(ctx),6622,2f4f5087462bc20dd5a0a1ed796d2f52b43659554b118f5a8b1a58eb0f57c34c,,,
ferramentas/sistemas/s12_cockpit.py,py,fonte Blender editável,Módulo procedural de um sistema interno do carro,Executado por ferramentas/gerar_sistemas.py; preservar SYSTEM e build(ctx),5588,888308e024fb7c37c7ba77a8f17129451296d7dd0caa71e5cc89847eb477cd13,,,
ferramentas/sistemas/s13_wheel.py,py,fonte Blender editável,Módulo procedural de um sistema interno do carro,Executado por ferramentas/gerar_sistemas.py; preservar SYSTEM e build(ctx),8363,079a57735bad7c391ff4dfa450cdca26f7be90db27dbaf62ca9277163f33a7b3,,,
ferramentas/sistemas/s14_sensors.py,py,fonte Blender editável,Módulo procedural de um sistema interno do carro,Executado por ferramentas/gerar_sistemas.py; preservar SYSTEM e build(ctx),6007,36b178ac48d80f321c6d888c493defb52d69376b89046c4a6331723d57c72d04,,,
ferramentas/validate-kit.py,py,código fonte editável,Reabre Blender e GLBs para registrar verificações do pacote,Python do Blender; grava validacao-reabertura.json,2057,51b3d24db0fe5bc8ec123f269f27907066f1cfb4d1cf13f379807be3bd55c4a9,INTEIA_F1_Master.blend; modelos/INTEIA_F1_estatico.glb; modelos/INTEIA_F1_animado.glb,validacao-reabertura.json,
identidade/INTEIA-monocromatico.svg,svg,asset vetorial editável,Variante vetorial monocromática da marca INTEIA,Uso gráfico conforme direitos,1110,6a09b41d3bfb56c144acc7639b4fb585cf6ceb9ff8ceb15291cfc7ad8b08db25,,,ferramentas/manifest.cjs
identidade/INTEIA-negativo.svg,svg,asset vetorial editável,Variante vetorial da marca para fundo escuro,Uso gráfico conforme direitos,1110,0e461dc57af4fb234f631495264b872edc6bb0945555e53862f14773b74f6bd9,,,ferramentas/manifest.cjs
identidade/INTEIA-principal.svg,svg,asset vetorial editável,Marca vetorial principal com assinatura do laboratório,Uso gráfico conforme direitos,1110,4bb74bb42dca65c2b42b48f68e49a3bf0e5e2d9f2b08a9e89ecb4063f24d7464,,,ferramentas/manifest.cjs
identidade/INTEIA-simbolo.svg,svg,asset vetorial editável,Símbolo compacto da identidade INTEIA,Uso gráfico conforme direitos,188,b7c5b7b2b2e147a117ba0664f75b1abb71334cbc1aa613e02b60fc4bcfedc2c1,,,ferramentas/manifest.cjs
identidade/Identidade-INTEIA.html,html,documento de apresentação,Apresentação visual das versões da marca,Consulta de identidade,4800,27ad373a0090920183c0e847b088aada63cb80e41c8ff415d3eab9105060b27b,,,
identidade/LEIA-ME.md,md,documento editável,"Guia da identidade, versões e orientação de uso",Design gráfico,1581,581e2488708acf74a5426533f71a3f4d65bca32649ad41d08c3079040733ef28,,,README.md
index.html,html,fonte web editável,Entrada pública que encaminha ao laboratório em web/,Página inicial do GitHub Pages,697,ee84d3f31512100b8d91bf6977b756d808a17ca2832bb7fddc26e08b03ccafd8,,,
manifesto-sha256.json,json,manifesto gerado,Lista fechada com tamanho e hash de 14 entregas,Integridade de bytes; não licença nem cobertura de todo o repo,3048,79d2006cbb6bf294ba5f04493ea66575af65fbb2fee98c8dd62ce25d603a50ba,,,ferramentas/manifest.cjs
modelos/INTEIA_F1_animado.glb,glb,modelo gerado,"Carro convertido com clipe ilustrativo de montagem, rodas e DRS","Sites, jogos e Blender via suporte glTF",20288928,3e5fa7825faebb3dd5b55fc4812681f1333333e64b166f935e1f196b340b235a,,,README.md; ferramentas/package_blender.py; ferramentas/merge-animation.cjs; ferramentas/validate-kit.py; ferramentas/manifest.cjs
modelos/INTEIA_F1_estatico.glb,glb,modelo gerado,Carro convertido sem clipe para integração,"Sites, jogos e Blender via suporte glTF",19896224,e96c7e75739f1afc0fbe466679d78ad6426cba0433454d2ef02347efa9900e3c,,,README.md; ferramentas/package_blender.py; ferramentas/validate-kit.py; ferramentas/package_garage.py; ferramentas/manifest.cjs
texturas/INTEIA_Carbono_BaseColor.png,png,textura gerada,Textura de carbono portátil gerada pelo pipeline Blender,Materiais Blender/GLB; distinta da projeção procedural web,4840,e0b9e969eeed3c6f4fb6d599384879da202201780182372d6a031d307340fd8b,,,ferramentas/package_blender.py; ferramentas/manifest.cjs
validacao-criacao.json,json,relatório gerado,Registro histórico de criação do Blender e contagem do modelo,Evidência histórica; package_blender.py,226,9ed245a84aa56335cca8668c1e876732c53b6c4dc0636a8f849f0859071d6639,,,ferramentas/package_blender.py
validacao-mecanica-web.json,json,relatório gerado,"Registro de ciclos, pivôs e erros de matrizes do teste mecânico",Evidência histórica; test-mechanics.mjs,248,431fe5c5fbb590ad49d96bf4e303ec86fae4fae827abced3b8b175687575474a,,,web/test-mechanics.mjs
validacao-reabertura.json,json,relatório gerado,Registro de reabertura Blender e reimportação de GLBs,Evidência histórica; validate-kit.py,623,881f5b9e2e5a45a69be52d75193a92e92a4a32dcb939cf9142604cbce759ffb3,,,ferramentas/validate-kit.py
web/THREE-LICENSE.txt,txt,aviso de terceiro,Texto de licença de Three.js distribuído junto ao site,Atribuição,1081,bfe119ea4fd413f5f7ca3fcd63adb0c4a073ed39daa2fe7d3e6b769e21272601,,,THIRD-PARTY-NOTICES.md; docs/DIREITOS-E-PROCEDENCIA.md
web/assets/INTEIA-wordmark.svg,svg,asset vetorial editável,Wordmark textual independente presente no pacote,Sem importação direta na entrada atual,254,5e167948211d5087ca8eaad54150773eac6d5b11e0ffd79e7f2f95a9980fab9f,,,
web/assets/carro-aula-v2.glb,glb,asset GLB,"Carro final otimizado do F1 Loop, 97 componentes",Modelo incorporado ao laboratório,2293292,02bae139775f9c99f069e8ba664f4076cbbaaf8afdce6545a81afb77462ca245,,,web/build.cjs; web/test-mechanics.mjs
web/assets/carro-aula-v2.proveniencia.json,json,metadados,Procedência e transformações do carro v2,Conferir origem do carro,7185,8e78afd91287a812889fd7a642f1c6474fa4451bd13f82ec46ca3d3509177ef9,,,
web/assets/carro-aula-v2.validacao.json,json,evidência histórica,Validação original do carro v2,Consultar junto aos testes atuais,1041,3e86b6f05580bb866f12472d6fad010a6b2058a3148a71eb2602eb1a2dbe0f03,,,
web/assets/carro-movable.glb,glb,base derivada fornecida,Base exterior com 97 peças e metadados usada pelo build web e Blender,Fonte operacional local; extração inicial não distribuída,26454116,f192b6a4e09f5ec1f65b2ccf55f53ac8d84eb62d13ac19a1347c7f9aca02a3bc,,,ferramentas/package_blender.py; ferramentas/manifest.cjs
web/assets/inteia-escudo-oficial.svg,svg,identidade visual,Brasão oficial INTEIA,Aplicado à carroceria,5924,07c8d7aeed3f3ac9b554399fc743c43d8cacea109cdff2e7d00d53d2ca67d648,,,web/src/branding.js
web/assets/inteia-nome-oficial.svg,svg,identidade visual,Assinatura oficial INTEIA,Aplicada à lateral,1289,f1e1cadd4cbca559285e0550e652f636f240f4350726b1455e64580b0105fa17,,,web/src/branding.js
web/assets/inteligencia-mil-grau-transparent.png,png,identidade visual,Arte do patrocínio Inteligência Mil Grau,Aplicada à tampa do motor,1070790,e8f5874746919d46f30b4e1f1b1eab91f07c5e2969261ceed3b439cf4bf34f8d,,,web/src/branding.js
web/assets/inteligencia-mil-grau.source.json,json,metadados,Procedência da arte do patrocinador,Consultar origem,555,d8614d92ab4869dc943e578a46f8d927d1832c1d1e22ee86c678c98201ea1eb0,,,
web/assets/power-unit-v1.glb,glb,asset GLB,Motor V6 didático animado do F1 Loop,Carregado sob demanda no box,4640876,2f056193a412878d70cfe96e7c1f42055bde17938a076bdadda704718c403eae,,,web/src/engine/in-car.js
web/assets/power-unit-v1.manifest.json,json,metadados,"Geometria, animação, hash e licença do motor",Conferir procedência e limites,1756,5e63c5f3a2083cf1b6595dd637fb600299b626d39dec047686bbf40c4c69dea2,,,
web/assets/sistemas-v1.glb,glb,entrega GLB gerada,Asset GLB derivado dos módulos procedurais de sistemas,Integrar no runtime somente por carregamento explícito em web/src,6973812,ec684d8b14249b7befb0b52950c88209fd04523c7684d3c530eb541ea3f39d87,,,
web/assets/sistemas-v1.manifest.json,json,evidência gerada,Manifesto de composição e métricas do GLB de sistemas correspondente,"Validar sistemas, peças e hash junto ao GLB de mesmo prefixo",409997,3c5bef48b00aadf0a57bb8eb3fe86aa1d460eed06b05aa2b7d32689e9d75663c,,,
web/assets/sobressalentes-v1.glb,glb,entrega GLB gerada,"Asset GLB das peças sobressalentes, um nó por peça com extras slot/variant/target/mode",Carregado sob demanda por web/src/spares.js,3922704,95a38d7462509d9d31351df045fcb6dd1b453ac62f36eccae909b611b7c95cf4,,,
web/assets/sobressalentes-v1.manifest.json,json,evidência gerada,"Manifesto com slots, variantes, caixas e hash do GLB de sobressalentes",Validado por web/test-spares.mjs,10307,9d10c0693182a265074b58e65af07dfcd49df23e39fd74d92a1a892ac01e0041,,,
web/build.cjs,cjs,código fonte editável,Empacota app e base64 do GLB no template para HTML autocontido,Node.js/esbuild; sobrescreve web/index.html,1130,eb7f96008c4f4cc769547358c291ea9cc83b681ea3c3533d34fdb0b9c0aa028a,external:node:fs; external:node:path; external:esbuild; web/src/app-v2.js; web/src/template-v2.html; web/assets/carro-aula-v2.glb,web/index.html,web/package.json
web/index.html,html,HTML gerado,"Site autocontido gerado: template, bundle Three.js e modelo embutido",Abrir localmente; editar fontes e recompilar,4478776,4810c4f478077c6baf8f51eb45d92c0d91bf6f4df22f31fbaa9dfbc03c0299cc,,,README.md; web/build.cjs; web/server.cjs; ferramentas/manifest.cjs
web/package-lock.json,json,lockfile gerado,Versões e integridade das dependências npm,npm ci; não editar manualmente,15003,6fa79ff97fc89b5cfe7fbaebea64e5c99e6bc6ac9ba36403434cf3dd6faf33e0,,,
web/package.json,json,configuração editável,Scripts e versões fixadas de Three.js 0.180.0/esbuild 0.25.10,npm; manifesto da aplicação,559,76f9085be5e195420cbfc734406de454b80866914d9d6679e24492fda65da878,web/build.cjs; web/server.cjs; web/test-mechanics.mjs; web/test-aerodynamics.mjs; web/test-power-unit.mjs,,
